Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,TotalIncome_log,LoanAmount_log,EMI,Income_Loan_Ratio
LP002778,1,1,2,0,1,6633,0.0,128.0,360.0,0.0,0,0,6633.0,8.799812469525556,4.852030263919617,0.35555555555555557,51.8203125
LP002784,1,1,1,1,0,2492,2375.0,128.0,360.0,1.0,0,1,4867.0,8.490233009833455,4.852030263919617,0.35555555555555557,38.0234375
LP002785,1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2,1,6583.0,8.792245847467877,5.062595033026967,0.4388888888888889,41.664556962025316
LP002788,1,1,0,1,0,2454,2333.0,181.0,360.0,0.0,2,0,4787.0,8.473659189392508,5.198497031265826,0.5027777777777778,26.447513812154696
LP002789,1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,0,0,7859.0,8.969414650866176,4.882801922586371,0.7333333333333333,59.53787878787879
LP002792,1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,1,6500.0,8.779557455883728,3.258096538021482,0.07222222222222222,250.0
LP002794,0,0,0,0,0,2667,1625.0,84.0,360.0,1.0,2,1,4292.0,8.36450810375059,4.430816798843313,0.23333333333333334,51.095238095238095
LP002795,1,1,3,0,1,10139,0.0,260.0,360.0,1.0,1,1,10139.0,9.22414465295258,5.560681631015528,0.7222222222222222,38.996153846153845
LP002798,1,1,0,0,0,3887,2669.0,162.0,360.0,1.0,1,1,6556.0,8.78813593986372,5.087596335232384,0.45,40.46913580246913
LP002804,0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1,1,6486.0,8.777401286867264,5.204006687076795,0.5055555555555555,35.637362637362635
LP002807,1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1,1,3917.0,8.27308133366583,4.68213122712422,0.3,36.26851851851852
LP002813,0,1,1,0,1,19484,0.0,600.0,360.0,1.0,1,1,19484.0,9.877348894926433,6.396929655216146,1.6666666666666667,32.473333333333336
LP002820,1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,0,1,7977.0,8.984317679911129,5.351858133476067,0.5861111111111111,37.80568720379147
LP002821,1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1,1,5800.0,8.66561319653451,4.882801922586371,0.36666666666666664,43.93939393939394
LP002832,1,1,2,0,0,8799,0.0,258.0,360.0,0.0,2,0,8799.0,9.08239335764556,5.552959584921617,0.7166666666666667,34.104651162790695
LP002833,1,1,0,1,0,4467,0.0,120.0,360.0,1.0,0,1,4467.0,8.404472321352118,4.787491742782046,0.3333333333333333,37.225
LP002836,1,0,0,0,0,3333,0.0,70.0,360.0,1.0,2,1,3333.0,8.11162807830774,4.248495242049359,0.19444444444444445,47.614285714285714
LP002837,1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0,0,5900.0,8.68270762989381,4.812184355372417,0.3416666666666667,47.96747967479675
LP002840,0,0,0,0,0,2378,0.0,9.0,360.0,1.0,2,0,2378.0,7.774015077250727,2.1972245773362196,0.025,264.22222222222223
LP002841,1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,2,0,5230.0,8.56216655705897,4.6443908991413725,0.28888888888888886,50.28846153846154
LP002842,1,1,1,0,0,3417,1750.0,186.0,360.0,1.0,2,1,5167.0,8.550047528287184,5.225746673713202,0.5166666666666667,27.77956989247312
LP002847,1,1,0,0,0,5116,1451.0,165.0,360.0,0.0,2,0,6567.0,8.789812386190972,5.10594547390058,0.4583333333333333,39.8
LP002855,1,1,2,0,0,16666,0.0,275.0,360.0,1.0,2,1,16666.0,9.721125994942152,5.616771097666572,0.7638888888888888,60.60363636363636
LP002862,1,1,2,1,0,6125,1625.0,187.0,480.0,1.0,1,0,7750.0,8.955448122347393,5.231108616854587,0.38958333333333334,41.44385026737968
LP002863,1,1,3,0,0,6406,0.0,150.0,360.0,1.0,1,0,6406.0,8.764990330169104,5.0106352940962555,0.4166666666666667,42.70666666666666
LP002868,1,1,2,0,0,3159,461.0,108.0,84.0,1.0,2,1,3620.0,8.194229304819817,4.68213122712422,1.2857142857142858,33.51851851851852
LP002872,1,1,0,0,0,3087,2210.0,136.0,360.0,0.0,1,0,5297.0,8.574895901544526,4.912654885736052,0.37777777777777777,38.9485294117647
LP002874,1,0,0,0,0,3229,2739.0,110.0,360.0,1.0,2,1,5968.0,8.694167141883597,4.700480365792417,0.3055555555555556,54.25454545454546
LP002877,1,1,1,0,0,1782,2232.0,107.0,360.0,1.0,0,1,4014.0,8.297543529356284,4.672828834461906,0.2972222222222222,37.51401869158879
LP002888,1,0,0,0,0,3182,2917.0,161.0,360.0,1.0,2,1,6099.0,8.715880102296456,5.081404364984463,0.44722222222222224,37.88198757763975
LP002892,1,1,2,0,0,6540,0.0,205.0,360.0,1.0,1,1,6540.0,8.785692444451245,5.3230099791384085,0.5694444444444444,31.902439024390244
LP002893,1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2,0,35673.0,10.482149379105689,4.499809670330265,0.25,396.3666666666667
LP002894,0,1,0,0,0,3166,0.0,36.0,360.0,1.0,1,1,3166.0,8.060224240440958,3.58351893845611,0.1,87.94444444444444
LP002898,1,1,1,0,0,1880,0.0,61.0,360.0,1.0,0,0,1880.0,7.539027055823995,4.110873864173311,0.16944444444444445,30.81967213114754
LP002911,1,1,1,0,0,2787,1917.0,146.0,360.0,0.0,0,0,4704.0,8.456168489578463,4.983606621708336,0.40555555555555556,32.21917808219178
LP002912,1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0,0,7283.0,8.893298144217916,5.147494476813453,2.0476190476190474,42.343023255813954
LP002916,1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2,1,3819.0,8.247743887225516,4.6443908991413725,0.28888888888888886,36.72115384615385
LP002917,0,0,0,1,0,2165,0.0,70.0,360.0,1.0,1,1,2165.0,7.68017564043659,4.248495242049359,0.19444444444444445,30.928571428571427
LP002925,1,0,0,0,0,4750,0.0,94.0,360.0,1.0,1,1,4750.0,8.465899897028686,4.543294782270004,0.2611111111111111,50.53191489361702
LP002926,1,1,2,0,1,2726,0.0,106.0,360.0,0.0,1,0,2726.0,7.9105906122564775,4.663439094112067,0.29444444444444445,25.71698113207547
LP002928,1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1,1,6416.0,8.766550149546351,4.02535169073515,0.3111111111111111,114.57142857142857
LP002931,1,1,2,0,1,6000,0.0,205.0,240.0,1.0,1,0,6000.0,8.699514748210191,5.3230099791384085,0.8541666666666666,29.26829268292683
LP002933,1,0,3,0,1,9357,0.0,292.0,360.0,1.0,1,1,9357.0,9.143880005275912,5.676753802268282,0.8111111111111111,32.044520547945204
LP002936,1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,0,1,7159.0,8.876125585396185,4.955827057601261,0.7888888888888889,50.41549295774648
LP002938,1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2,1,16120.0,9.68781601606062,5.560681631015528,0.7222222222222222,62.0
LP002940,1,0,0,1,0,3833,0.0,110.0,360.0,1.0,0,1,3833.0,8.251403065380556,4.700480365792417,0.3055555555555556,34.845454545454544
LP002941,1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0,0,7383.0,8.906935339059165,5.231108616854587,0.5194444444444445,39.481283422459896
LP002943,1,0,0,0,0,2987,0.0,88.0,360.0,0.0,1,0,2987.0,8.00202481821611,4.477336814478207,0.24444444444444444,33.94318181818182
LP002945,1,1,0,0,1,9963,0.0,180.0,360.0,1.0,0,1,9963.0,9.206633510044856,5.19295685089021,0.5,55.35
LP002948,1,1,2,0,0,5780,0.0,192.0,360.0,1.0,2,1,5780.0,8.662158961666423,5.2574953720277815,0.5333333333333333,30.104166666666668
LP002949,0,0,3,0,0,416,41667.0,350.0,180.0,1.0,2,0,42083.0,10.647399137646048,5.857933154483459,1.9444444444444444,120.23714285714286
LP002950,1,1,0,1,0,2894,2792.0,155.0,360.0,1.0,0,1,5686.0,8.645762292210945,5.043425116919247,0.4305555555555556,36.68387096774194
LP002953,1,1,3,0,0,5703,0.0,128.0,360.0,1.0,2,1,5703.0,8.648747631156539,4.852030263919617,0.35555555555555557,44.5546875
LP002958,1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,0,1,7977.0,8.984317679911129,5.147494476813453,0.4777777777777778,46.377906976744185
LP002959,0,1,1,0,0,12000,0.0,496.0,360.0,1.0,1,1,12000.0,9.392661928770137,6.206575926724928,1.3777777777777778,24.193548387096776
LP002960,1,1,0,1,0,2400,3800.0,128.0,180.0,1.0,2,0,6200.0,8.732304571033183,4.852030263919617,0.7111111111111111,48.4375
LP002961,1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1,1,5900.0,8.68270762989381,5.153291594497779,0.48055555555555557,34.104046242774565
LP002964,1,1,2,1,0,3987,1411.0,157.0,360.0,1.0,0,1,5398.0,8.59378379357795,5.056245805348308,0.4361111111111111,34.382165605095544
LP002974,1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0,1,5182.0,8.552946361122055,4.68213122712422,0.3,47.98148148148148
LP002978,0,0,0,0,0,2900,0.0,71.0,360.0,1.0,0,1,2900.0,7.9724660159745655,4.2626798770413155,0.19722222222222222,40.84507042253521
LP002979,1,1,3,0,0,4106,0.0,40.0,180.0,1.0,0,1,4106.0,8.32020459757888,3.6888794541139363,0.2222222222222222,102.65
LP002983,1,1,1,0,0,8072,240.0,253.0,360.0,1.0,2,1,8312.0,9.025455532779063,5.53338948872752,0.7027777777777777,32.85375494071146
LP002984,1,1,2,0,0,7583,0.0,187.0,360.0,1.0,2,1,7583.0,8.933664178700935,5.231108616854587,0.5194444444444445,40.55080213903744
LP002990,0,0,0,0,1,4583,0.0,133.0,360.0,0.0,1,0,4583.0,8.430109084509125,4.890349128221754,0.36944444444444446,34.45864661654135
